miRNA	Gene	Score
hsa-miR-146b-3p	SCNM1	0.101
hsa-miR-146b-3p	ING3	0.146
hsa-miR-146b-3p	TAF7L	0.0
hsa-miR-146b-3p	CDK5	0.317
hsa-miR-4731-5p	NDE1	0.089
hsa-miR-4731-5p	SCNM1	0.0
hsa-miR-4731-5p	CDK17	0.0
hsa-miR-4731-5p	ARL1	0.093
hsa-miR-4731-5p	ING3	0.123
hsa-miR-4731-5p	CDK5	0.249
hsa-miR-4731-5p	TTYH3	0.369
hsa-miR-4731-5p	TAF7L	0.0
hsa-let-7g-3p	NDE1	0.205
hsa-let-7g-3p	CDK17	0.234
hsa-let-7g-3p	ARL1	0.116
hsa-let-7g-3p	TTYH3	0.199
hsa-let-7g-3p	SCNM1	0.294
hsa-let-7g-3p	ING3	0.173
hsa-let-7g-3p	TAF7L	0.017
hsa-let-7g-3p	CDK5	0.0
hsa-miR-5590-5p	ING3	0.136
hsa-miR-5590-5p	CDK17	0.082
hsa-miR-5590-5p	NDE1	0.228
hsa-miR-5590-5p	ARL1	0.06
hsa-miR-5590-5p	TTYH3	0.244
hsa-miR-5590-5p	SCNM1	0.072
hsa-miR-5590-5p	TAF7L	0.0
hsa-miR-5590-5p	CDK5	0.0
hsa-miR-551b-5p	CDK17	0.044
hsa-miR-551b-5p	ARL1	0.098
hsa-miR-551b-5p	NDE1	0.105
hsa-miR-551b-5p	CDK5	0.0
hsa-miR-551b-5p	TTYH3	0.119
hsa-miR-551b-5p	SCNM1	0.0
hsa-miR-551b-5p	ING3	0.0
hsa-miR-551b-5p	TAF7L	0.241
hsa-miR-302a-5p	CDK17	0.027
hsa-miR-302a-5p	ARL1	0.006
hsa-miR-302a-5p	ING3	0.0
hsa-miR-302a-5p	NDE1	0.0
hsa-miR-302a-5p	TTYH3	0.0
hsa-miR-302a-5p	SCNM1	0.107
hsa-miR-302a-5p	TAF7L	0.128
hsa-miR-302a-5p	CDK5	0.0
hsa-miR-769-5p	ING3	0.307
hsa-miR-769-5p	CDK17	0.333
hsa-miR-769-5p	NDE1	0.343
hsa-miR-769-5p	TTYH3	0.254
hsa-miR-769-5p	ARL1	0.116
hsa-miR-769-5p	SCNM1	0.316
hsa-miR-769-5p	TAF7L	0.0
hsa-miR-769-5p	CDK5	0.0
hsa-miR-3186-3p	NDE1	0.225
hsa-miR-3186-3p	SCNM1	0.23
hsa-miR-3186-3p	ARL1	0.0
hsa-miR-3186-3p	ING3	0.016
hsa-miR-3186-3p	CDK17	0.0
hsa-miR-3186-3p	CDK5	0.0
hsa-miR-3186-3p	TTYH3	0.355
hsa-miR-3186-3p	TAF7L	0.0
hsa-miR-19a-3p	CDK17	0.053
hsa-miR-19a-3p	NDE1	0.0
hsa-miR-19a-3p	TTYH3	0.0
hsa-miR-19a-3p	ING3	0.0
hsa-miR-19a-3p	TAF7L	0.113
hsa-miR-19a-3p	ARL1	0.0
hsa-miR-19a-3p	CDK5	0.0
hsa-miR-19a-3p	SCNM1	0.0
hsa-miR-381-5p	ARL1	0.128
hsa-miR-381-5p	ING3	0.292
hsa-miR-381-5p	CDK17	0.0
hsa-miR-381-5p	NDE1	0.0
hsa-miR-381-5p	TTYH3	0.0
hsa-miR-381-5p	SCNM1	0.0
hsa-miR-381-5p	TAF7L	0.724
hsa-miR-6741-3p	NDE1	0.063
hsa-miR-6741-3p	CDK17	0.0
hsa-miR-6741-3p	ARL1	0.108
hsa-miR-6741-3p	TTYH3	0.261
hsa-miR-6741-3p	SCNM1	0.045
hsa-miR-6741-3p	ING3	0.0
hsa-miR-6741-3p	CDK5	0.0
hsa-miR-6741-3p	TAF7L	0.002
hsa-miR-7155-5p	NDE1	0.6
hsa-miR-7155-5p	TTYH3	0.399
hsa-miR-7155-5p	CDK17	0.0
hsa-miR-7155-5p	ARL1	0.477
hsa-miR-7155-5p	ING3	0.677
hsa-miR-7155-5p	TAF7L	0.422
hsa-miR-7155-5p	CDK5	0.0
hsa-miR-7155-5p	SCNM1	0.311
hsa-miR-6845-5p	NDE1	0.591
hsa-miR-6845-5p	TTYH3	0.688
hsa-miR-6845-5p	ING3	0.628
hsa-miR-6845-5p	CDK17	0.222
hsa-miR-6845-5p	ARL1	0.552
hsa-miR-6845-5p	SCNM1	0.697
hsa-miR-6845-5p	TAF7L	0.59
hsa-miR-6845-5p	CDK5	0.009
hsa-miR-544b	TAF7L	0.0
hsa-miR-544b	CDK17	0.077
hsa-miR-544b	ING3	0.358
hsa-miR-544b	NDE1	0.275
hsa-miR-544b	ARL1	0.0
hsa-miR-544b	TTYH3	0.451
hsa-miR-544b	SCNM1	0.18
hsa-miR-544b	CDK5	0.0
hsa-miR-4505	NDE1	0.472
hsa-miR-4505	TTYH3	0.925
hsa-miR-4505	SCNM1	0.432
hsa-miR-4505	CDK17	0.927
hsa-miR-4505	ARL1	0.27
hsa-miR-4505	ING3	0.082
hsa-miR-4505	TAF7L	1.16
hsa-miR-4505	CDK5	0.0
hsa-miR-8073	NDE1	0.0
hsa-miR-8073	TTYH3	0.0
hsa-miR-8073	ING3	0.0
hsa-miR-8073	CDK17	0.0
hsa-miR-8073	CDK5	0.0
hsa-miR-8073	ARL1	0.0
hsa-miR-8073	SCNM1	0.337
hsa-miR-8073	TAF7L	0.0
hsa-miR-4633-3p	TAF7L	0.059
hsa-miR-4633-3p	CDK17	0.0
hsa-miR-4633-3p	ARL1	0.009
hsa-miR-4633-3p	NDE1	0.15
hsa-miR-4633-3p	ING3	0.0
hsa-miR-4633-3p	TTYH3	0.123
hsa-miR-4633-3p	SCNM1	0.0
hsa-miR-4633-3p	CDK5	0.0
hsa-miR-4694-5p	ARL1	0.045
hsa-miR-4694-5p	ING3	0.152
hsa-miR-4694-5p	NDE1	0.089
hsa-miR-4694-5p	CDK17	0.152
hsa-miR-4694-5p	TTYH3	0.044
hsa-miR-4694-5p	SCNM1	0.0
hsa-miR-4694-5p	TAF7L	0.061
hsa-miR-4694-5p	CDK5	0.0
hsa-miR-3677-5p	CDK17	0.043
hsa-miR-3677-5p	NDE1	0.056
hsa-miR-3677-5p	SCNM1	0.442
hsa-miR-3677-5p	ING3	0.0
hsa-miR-3677-5p	TAF7L	0.0
hsa-miR-3677-5p	ARL1	0.0
hsa-miR-3677-5p	TTYH3	0.589
hsa-miR-3677-5p	CDK5	0.594
hsa-miR-7848-3p	ING3	0.022
hsa-miR-7848-3p	CDK17	0.0
hsa-miR-7848-3p	NDE1	0.105
hsa-miR-7848-3p	ARL1	0.022
hsa-miR-7848-3p	TTYH3	0.0
hsa-miR-7848-3p	SCNM1	0.0
hsa-miR-7848-3p	CDK5	0.0
hsa-miR-7848-3p	TAF7L	0.0
hsa-miR-4491	CDK17	0.045
hsa-miR-4491	NDE1	0.0
hsa-miR-4491	ARL1	0.007
hsa-miR-4491	ING3	0.046
hsa-miR-4491	TAF7L	0.11
hsa-miR-4491	TTYH3	0.245
hsa-miR-4491	SCNM1	0.0
hsa-miR-4491	CDK5	0.0
hsa-miR-668-3p	CDK17	0.037
hsa-miR-668-3p	NDE1	0.0
hsa-miR-668-3p	CDK5	0.0
hsa-miR-668-3p	ARL1	0.106
hsa-miR-668-3p	TTYH3	0.0
hsa-miR-668-3p	SCNM1	0.036
hsa-miR-668-3p	ING3	0.003
hsa-miR-668-3p	TAF7L	0.21
hsa-miR-938	TTYH3	0.087
hsa-miR-938	CDK17	0.043
hsa-miR-938	NDE1	0.108
hsa-miR-938	ING3	0.263
hsa-miR-938	ARL1	0.0
hsa-miR-938	TAF7L	0.0
hsa-miR-938	CDK5	0.197
hsa-miR-938	SCNM1	0.076
hsa-miR-3074-3p	CDK5	0.0
hsa-miR-3074-3p	TTYH3	0.149
hsa-miR-3074-3p	NDE1	0.179
hsa-miR-3074-3p	SCNM1	0.0
hsa-miR-3074-3p	TAF7L	0.0
hsa-miR-3074-3p	CDK17	0.0
hsa-miR-3074-3p	ARL1	0.0
hsa-miR-3074-3p	ING3	0.024
hsa-miR-6716-3p	NDE1	0.076
hsa-miR-6716-3p	ARL1	0.127
hsa-miR-6716-3p	TTYH3	0.193
hsa-miR-6716-3p	SCNM1	0.062
hsa-miR-6716-3p	ING3	0.159
hsa-miR-6716-3p	TAF7L	0.0
hsa-miR-6716-3p	CDK17	0.212
hsa-miR-6716-3p	CDK5	0.0
hsa-miR-342-3p	TTYH3	0.025
hsa-miR-342-3p	NDE1	0.0
hsa-miR-342-3p	CDK5	0.0
hsa-miR-342-3p	SCNM1	0.0
hsa-miR-342-3p	CDK17	0.0
hsa-miR-342-3p	ARL1	0.055
hsa-miR-342-3p	ING3	0.015
hsa-miR-342-3p	TAF7L	0.0
hsa-miR-584-5p	CDK17	0.126
hsa-miR-584-5p	ARL1	0.105
hsa-miR-584-5p	ING3	0.0
hsa-miR-584-5p	NDE1	0.005
hsa-miR-584-5p	TTYH3	0.001
hsa-miR-584-5p	SCNM1	0.424
hsa-miR-584-5p	CDK5	0.0
hsa-miR-584-5p	TAF7L	0.0
hsa-miR-5587-5p	TTYH3	0.533
hsa-miR-5587-5p	NDE1	0.744
hsa-miR-5587-5p	ARL1	0.082
hsa-miR-5587-5p	SCNM1	1.014
hsa-miR-5587-5p	CDK5	0.545
hsa-miR-5587-5p	ING3	0.473
hsa-miR-5587-5p	TAF7L	0.0
hsa-miR-5587-5p	CDK17	0.49
hsa-miR-298	ARL1	0.0
hsa-miR-298	NDE1	0.0
hsa-miR-298	TTYH3	0.0
hsa-miR-298	ING3	0.0
hsa-miR-298	CDK17	0.0
hsa-miR-298	SCNM1	0.0
hsa-miR-298	TAF7L	0.0
hsa-miR-298	CDK5	0.0
hsa-miR-8055	TTYH3	0.039
hsa-miR-8055	NDE1	0.032
hsa-miR-8055	CDK17	0.0
hsa-miR-8055	ARL1	0.0
hsa-miR-8055	SCNM1	0.089
hsa-miR-8055	ING3	0.0
hsa-miR-8055	TAF7L	0.0
hsa-miR-3612	TTYH3	0.166
hsa-miR-3612	CDK17	0.562
hsa-miR-3612	ING3	0.09
hsa-miR-3612	NDE1	0.183
hsa-miR-3612	ARL1	0.047
hsa-miR-3612	TAF7L	0.221
hsa-miR-3612	CDK5	0.0
hsa-miR-3612	SCNM1	0.072
hsa-miR-542-5p	SCNM1	0.144
hsa-miR-542-5p	TTYH3	0.142
hsa-miR-542-5p	CDK17	0.0
hsa-miR-542-5p	NDE1	0.226
hsa-miR-542-5p	ARL1	0.035
hsa-miR-542-5p	ING3	0.048
hsa-miR-542-5p	CDK5	0.0
hsa-miR-542-5p	TAF7L	0.0
hsa-miR-19b-3p	CDK17	0.053
hsa-miR-19b-3p	NDE1	0.0
hsa-miR-19b-3p	TTYH3	0.0
hsa-miR-19b-3p	ING3	0.0
hsa-miR-19b-3p	TAF7L	0.161
hsa-miR-19b-3p	ARL1	0.0
hsa-miR-19b-3p	CDK5	0.0
hsa-miR-19b-3p	SCNM1	0.0
hsa-miR-1231	TTYH3	0.704
hsa-miR-1231	NDE1	0.327
hsa-miR-1231	ING3	0.4
hsa-miR-1231	TAF7L	0.316
hsa-miR-1231	CDK17	0.354
hsa-miR-1231	ARL1	0.197
hsa-miR-1231	SCNM1	0.17
hsa-miR-1231	CDK5	0.305
hsa-miR-4255	NDE1	0.621
hsa-miR-4255	TTYH3	0.873
hsa-miR-4255	CDK17	0.548
hsa-miR-4255	ARL1	0.284
hsa-miR-4255	ING3	0.965
hsa-miR-4255	SCNM1	0.279
hsa-miR-4255	TAF7L	0.97
hsa-miR-4255	CDK5	1.922
hsa-miR-675-5p	CDK17	0.0
hsa-miR-675-5p	SCNM1	0.0
hsa-miR-675-5p	ING3	0.306
hsa-miR-675-5p	NDE1	0.079
hsa-miR-675-5p	ARL1	0.035
hsa-miR-675-5p	TTYH3	0.103
hsa-miR-675-5p	TAF7L	0.0
hsa-miR-675-5p	CDK5	0.0
hsa-miR-199a-5p	ARL1	0.004
hsa-miR-199a-5p	ING3	0.034
hsa-miR-199a-5p	TTYH3	0.129
hsa-miR-199a-5p	SCNM1	0.0
hsa-miR-199a-5p	TAF7L	0.0
hsa-miR-199a-5p	CDK17	0.032
hsa-miR-199a-5p	NDE1	0.138
hsa-miR-199a-5p	CDK5	0.0
hsa-miR-513b-5p	ING3	0.125
hsa-miR-513b-5p	CDK17	0.102
hsa-miR-513b-5p	NDE1	0.06
hsa-miR-513b-5p	CDK5	0.0
hsa-miR-513b-5p	ARL1	0.038
hsa-miR-513b-5p	TTYH3	0.0
hsa-miR-513b-5p	SCNM1	0.0
hsa-miR-513b-5p	TAF7L	0.279
hsa-miR-4455	NDE1	0.538
hsa-miR-4455	ARL1	0.902
hsa-miR-4455	ING3	0.455
hsa-miR-4455	CDK17	0.53
hsa-miR-4455	SCNM1	0.212
hsa-miR-4455	TAF7L	0.931
hsa-miR-4455	TTYH3	0.543
hsa-miR-3682-3p	ING3	0.132
hsa-miR-3682-3p	NDE1	0.195
hsa-miR-3682-3p	ARL1	0.304
hsa-miR-3682-3p	TTYH3	0.296
hsa-miR-3682-3p	SCNM1	0.023
hsa-miR-3682-3p	TAF7L	0.0
hsa-miR-3682-3p	CDK17	0.055
hsa-miR-3682-3p	CDK5	0.267
hsa-miR-6828-5p	NDE1	0.033
hsa-miR-6828-5p	TTYH3	0.18
hsa-miR-6828-5p	CDK5	0.0
hsa-miR-6828-5p	ARL1	0.044
hsa-miR-6828-5p	SCNM1	0.0
hsa-miR-6828-5p	ING3	0.007
hsa-miR-6828-5p	CDK17	0.0
hsa-miR-6828-5p	TAF7L	0.048
hsa-miR-6718-5p	NDE1	0.246
hsa-miR-6718-5p	ARL1	0.206
hsa-miR-6718-5p	CDK17	0.204
hsa-miR-6718-5p	CDK5	0.0
hsa-miR-6718-5p	SCNM1	0.0
hsa-miR-6718-5p	ING3	0.2
hsa-miR-6718-5p	TTYH3	0.513
hsa-miR-6718-5p	TAF7L	0.041
hsa-miR-939-3p	TTYH3	0.545
hsa-miR-939-3p	CDK17	0.041
hsa-miR-939-3p	NDE1	0.473
hsa-miR-939-3p	CDK5	0.823
hsa-miR-939-3p	ARL1	0.126
hsa-miR-939-3p	SCNM1	0.232
hsa-miR-939-3p	ING3	0.255
hsa-miR-939-3p	TAF7L	0.15
hsa-miR-339-3p	TTYH3	0.118
hsa-miR-339-3p	NDE1	0.178
hsa-miR-339-3p	ARL1	0.025
hsa-miR-339-3p	SCNM1	0.0
hsa-miR-339-3p	ING3	0.108
hsa-miR-339-3p	CDK17	0.229
hsa-miR-339-3p	CDK5	0.0
hsa-miR-339-3p	TAF7L	0.0
hsa-miR-630	NDE1	0.0
hsa-miR-630	TTYH3	0.0
hsa-miR-630	CDK17	0.0
hsa-miR-630	ARL1	0.114
hsa-miR-630	TAF7L	0.0
hsa-miR-630	CDK5	0.0
hsa-miR-630	SCNM1	0.0
hsa-miR-630	ING3	0.062
hsa-miR-4739	TTYH3	0.0
hsa-miR-4739	NDE1	0.0
hsa-miR-4739	CDK5	0.0
hsa-miR-4739	CDK17	0.0
hsa-miR-4739	ARL1	0.0
hsa-miR-4739	SCNM1	0.0
hsa-miR-4739	ING3	0.0
hsa-miR-4739	TAF7L	0.0
hsa-miR-1246	NDE1	0.024
hsa-miR-1246	TTYH3	0.209
hsa-miR-1246	TAF7L	0.405
hsa-miR-1246	CDK5	0.034
hsa-miR-1246	ARL1	0.958
hsa-miR-1246	SCNM1	0.081
hsa-miR-1246	ING3	0.188
hsa-miR-1246	CDK17	0.07
hsa-miR-600	NDE1	0.083
hsa-miR-600	CDK17	0.0
hsa-miR-600	ARL1	0.0
hsa-miR-600	TTYH3	0.0
hsa-miR-600	SCNM1	0.003
hsa-miR-600	ING3	0.0
hsa-miR-600	TAF7L	0.0
hsa-miR-600	CDK5	0.0
hsa-miR-3135b	CDK17	0.253
hsa-miR-3135b	NDE1	0.181
hsa-miR-3135b	ARL1	0.214
hsa-miR-3135b	TTYH3	0.485
hsa-miR-3135b	SCNM1	0.454
hsa-miR-3135b	ING3	0.068
hsa-miR-3135b	TAF7L	0.404
hsa-miR-3135b	CDK5	0.0
hsa-miR-129-1-3p	ING3	0.157
hsa-miR-129-1-3p	CDK17	0.219
hsa-miR-129-1-3p	NDE1	0.012
hsa-miR-129-1-3p	ARL1	0.095
hsa-miR-129-1-3p	SCNM1	0.143
hsa-miR-129-1-3p	CDK5	0.0
hsa-miR-129-1-3p	TTYH3	0.14
hsa-miR-129-1-3p	TAF7L	0.0
hsa-miR-4268	ING3	0.124
hsa-miR-4268	CDK17	0.233
hsa-miR-4268	NDE1	0.084
hsa-miR-4268	TTYH3	0.564
hsa-miR-4268	SCNM1	0.037
hsa-miR-4268	ARL1	0.016
hsa-miR-4268	TAF7L	0.283
hsa-miR-4268	CDK5	0.0
hsa-miR-876-5p	CDK17	0.0
hsa-miR-876-5p	NDE1	0.027
hsa-miR-876-5p	TTYH3	0.169
hsa-miR-876-5p	SCNM1	0.0
hsa-miR-876-5p	ING3	0.135
hsa-miR-876-5p	CDK5	0.0
hsa-miR-876-5p	ARL1	0.029
hsa-miR-876-5p	TAF7L	0.149
hsa-miR-3145-5p	TTYH3	0.166
hsa-miR-3145-5p	TAF7L	0.228
hsa-miR-3145-5p	CDK17	0.087
hsa-miR-3145-5p	NDE1	0.183
hsa-miR-3145-5p	ARL1	0.181
hsa-miR-3145-5p	ING3	0.278
hsa-miR-3145-5p	SCNM1	0.037
hsa-miR-3145-5p	CDK5	0.0
hsa-miR-582-5p	CDK17	0.035
hsa-miR-582-5p	SCNM1	0.0
hsa-miR-582-5p	ING3	0.052
hsa-miR-582-5p	NDE1	0.0
hsa-miR-582-5p	ARL1	0.038
hsa-miR-582-5p	TTYH3	0.382
hsa-miR-582-5p	TAF7L	0.0
hsa-miR-1470	CDK5	1.145
hsa-miR-1470	TTYH3	0.455
hsa-miR-1470	CDK17	0.134
hsa-miR-1470	NDE1	0.344
hsa-miR-1470	SCNM1	0.142
hsa-miR-1470	ARL1	0.252
hsa-miR-1470	ING3	0.096
hsa-miR-1470	TAF7L	0.0
hsa-miR-4419b	CDK17	0.778
hsa-miR-4419b	ARL1	0.393
hsa-miR-4419b	ING3	1.026
hsa-miR-4419b	NDE1	1.035
hsa-miR-4419b	TTYH3	0.858
hsa-miR-4419b	SCNM1	0.29
hsa-miR-4419b	TAF7L	0.753
hsa-miR-4419b	CDK5	0.0
hsa-miR-4291	CDK17	1.406
hsa-miR-4291	NDE1	1.077
hsa-miR-4291	ARL1	1.034
hsa-miR-4291	ING3	0.756
hsa-miR-4291	TAF7L	1.144
hsa-miR-4291	TTYH3	0.628
hsa-miR-4291	SCNM1	1.94
hsa-miR-4291	CDK5	2.702
hsa-miR-766-5p	NDE1	0.186
hsa-miR-766-5p	CDK17	0.152
hsa-miR-766-5p	TTYH3	0.166
hsa-miR-766-5p	TAF7L	0.0
hsa-miR-766-5p	ARL1	0.0
hsa-miR-766-5p	SCNM1	0.545
hsa-miR-766-5p	ING3	0.159
hsa-miR-766-5p	CDK5	0.163
hsa-miR-1271-3p	NDE1	0.176
hsa-miR-1271-3p	CDK5	0.0
hsa-miR-1271-3p	ARL1	0.0
hsa-miR-1271-3p	TTYH3	0.217
hsa-miR-1271-3p	ING3	0.027
hsa-miR-1271-3p	CDK17	0.0
hsa-miR-1271-3p	SCNM1	0.403
hsa-miR-1271-3p	TAF7L	0.0
hsa-miR-200c-3p	ING3	0.0
hsa-miR-200c-3p	CDK17	0.0
hsa-miR-200c-3p	NDE1	0.0
hsa-miR-200c-3p	TTYH3	0.0
hsa-miR-200c-3p	ARL1	0.0
hsa-miR-200c-3p	SCNM1	0.0
hsa-miR-200c-3p	TAF7L	0.0
hsa-miR-200c-3p	CDK5	0.0
hsa-miR-549a	CDK17	0.066
hsa-miR-549a	NDE1	0.371
hsa-miR-549a	ARL1	0.081
hsa-miR-549a	TTYH3	0.118
hsa-miR-549a	ING3	0.353
hsa-miR-549a	SCNM1	0.424
hsa-miR-549a	TAF7L	0.067
hsa-miR-549a	CDK5	0.0
hsa-miR-4721	NDE1	0.0
hsa-miR-4721	TTYH3	0.184
hsa-miR-4721	SCNM1	0.075
hsa-miR-4721	CDK17	0.0
hsa-miR-4721	ARL1	0.0
hsa-miR-4721	ING3	0.0
hsa-miR-4721	TAF7L	0.0
hsa-miR-4721	CDK5	0.0
hsa-miR-6810-5p	TAF7L	0.0
hsa-miR-6810-5p	NDE1	0.118
hsa-miR-6810-5p	SCNM1	0.0
hsa-miR-6810-5p	ING3	0.0
hsa-miR-6810-5p	CDK17	0.0
hsa-miR-6810-5p	ARL1	0.0
hsa-miR-6810-5p	TTYH3	0.0
hsa-miR-6810-5p	CDK5	0.0
hsa-miR-6853-5p	ARL1	0.0
hsa-miR-6853-5p	CDK17	0.0
hsa-miR-6853-5p	NDE1	0.071
hsa-miR-6853-5p	TTYH3	0.0
hsa-miR-6853-5p	ING3	0.175
hsa-miR-6853-5p	TAF7L	0.0
hsa-miR-6853-5p	CDK5	0.0
hsa-miR-6853-5p	SCNM1	0.0
hsa-miR-4744	TTYH3	0.0
hsa-miR-4744	CDK17	0.0
hsa-miR-4744	NDE1	0.042
hsa-miR-4744	ARL1	0.0
hsa-miR-4744	SCNM1	0.0
hsa-miR-4744	ING3	0.0
hsa-miR-4744	TAF7L	0.0
hsa-miR-4744	CDK5	0.0
hsa-miR-3670	NDE1	0.036
hsa-miR-3670	ING3	0.0
hsa-miR-3670	CDK17	0.0
hsa-miR-3670	ARL1	0.0
hsa-miR-3670	SCNM1	0.018
hsa-miR-3670	TTYH3	0.0
hsa-miR-3670	TAF7L	0.0
hsa-miR-3670	CDK5	0.0
hsa-miR-3925-3p	CDK17	0.0
hsa-miR-3925-3p	NDE1	0.477
hsa-miR-3925-3p	ARL1	0.084
hsa-miR-3925-3p	ING3	0.247
hsa-miR-3925-3p	TTYH3	0.548
hsa-miR-3925-3p	SCNM1	0.058
hsa-miR-3925-3p	TAF7L	0.0
hsa-miR-3925-3p	CDK5	0.0
hsa-miR-17-3p	CDK17	0.097
hsa-miR-17-3p	NDE1	0.027
hsa-miR-17-3p	TTYH3	0.214
hsa-miR-17-3p	ARL1	0.105
hsa-miR-17-3p	ING3	0.157
hsa-miR-17-3p	SCNM1	0.055
hsa-miR-17-3p	TAF7L	0.121
hsa-miR-4652-3p	ARL1	0.119
hsa-miR-4652-3p	TTYH3	0.086
hsa-miR-4652-3p	NDE1	0.044
hsa-miR-4652-3p	CDK5	0.0
hsa-miR-4652-3p	ING3	0.253
hsa-miR-4652-3p	TAF7L	0.0
hsa-miR-4652-3p	CDK17	0.095
hsa-miR-4652-3p	SCNM1	0.103
hsa-miR-5585-5p	NDE1	0.0
hsa-miR-5585-5p	TTYH3	0.087
hsa-miR-5585-5p	SCNM1	0.0
hsa-miR-5585-5p	CDK17	0.314
hsa-miR-5585-5p	ARL1	0.055
hsa-miR-5585-5p	ING3	0.063
hsa-miR-5585-5p	TAF7L	0.0
hsa-miR-5585-5p	CDK5	0.0
hsa-miR-196b-3p	CDK17	0.0
hsa-miR-196b-3p	NDE1	0.0
hsa-miR-196b-3p	TAF7L	0.0
hsa-miR-196b-3p	ARL1	0.0
hsa-miR-196b-3p	TTYH3	0.119
hsa-miR-196b-3p	SCNM1	0.0
hsa-miR-196b-3p	ING3	0.0
hsa-miR-196b-3p	CDK5	0.0
hsa-miR-196a-3p	NDE1	0.019
hsa-miR-196a-3p	ARL1	0.0
hsa-miR-196a-3p	TTYH3	0.247
hsa-miR-196a-3p	SCNM1	0.0
hsa-miR-196a-3p	ING3	0.0
hsa-miR-196a-3p	CDK17	0.0
hsa-miR-196a-3p	CDK5	0.0
hsa-miR-196a-3p	TAF7L	0.056
hsa-miR-3200-3p	CDK17	0.21
hsa-miR-3200-3p	NDE1	0.118
hsa-miR-3200-3p	ARL1	0.017
hsa-miR-3200-3p	TTYH3	0.322
hsa-miR-3200-3p	SCNM1	0.0
hsa-miR-3200-3p	ING3	0.053
hsa-miR-3200-3p	TAF7L	0.0
hsa-miR-3200-3p	CDK5	0.38
hsa-miR-320e	NDE1	0.8
hsa-miR-320e	ARL1	0.34
hsa-miR-320e	ING3	0.487
hsa-miR-320e	TAF7L	0.251
hsa-miR-320e	CDK17	0.351
hsa-miR-320e	CDK5	0.0
hsa-miR-320e	TTYH3	0.325
hsa-miR-320e	SCNM1	0.367
hsa-miR-4804-3p	NDE1	0.25
hsa-miR-4804-3p	TTYH3	0.134
hsa-miR-4804-3p	CDK17	0.382
hsa-miR-4804-3p	ARL1	0.0
hsa-miR-4804-3p	SCNM1	0.0
hsa-miR-4804-3p	TAF7L	0.0
hsa-miR-4804-3p	CDK5	0.0
hsa-miR-4804-3p	ING3	0.0
hsa-miR-548ba	ING3	0.0
hsa-miR-548ba	ARL1	0.243
hsa-miR-548ba	NDE1	0.0
hsa-miR-548ba	TTYH3	0.0
hsa-miR-548ba	SCNM1	0.0
hsa-miR-548ba	TAF7L	0.0
hsa-miR-548ba	CDK17	0.038
hsa-miR-548ba	CDK5	0.0
hsa-miR-3689a-3p	NDE1	0.173
hsa-miR-3689a-3p	CDK17	0.0
hsa-miR-3689a-3p	TTYH3	0.359
hsa-miR-3689a-3p	SCNM1	0.034
hsa-miR-3689a-3p	ING3	0.215
hsa-miR-3689a-3p	ARL1	0.0
hsa-miR-3689a-3p	TAF7L	0.0
hsa-miR-3689a-3p	CDK5	0.0
hsa-miR-548d-3p	NDE1	0.0
hsa-miR-548d-3p	CDK17	0.0
hsa-miR-548d-3p	ARL1	0.045
hsa-miR-548d-3p	TTYH3	0.0
hsa-miR-548d-3p	SCNM1	0.0
hsa-miR-548d-3p	ING3	0.142
hsa-miR-548d-3p	TAF7L	0.0
hsa-miR-8080	ARL1	0.0
hsa-miR-8080	TTYH3	0.321
hsa-miR-8080	CDK17	0.0
hsa-miR-8080	NDE1	0.122
hsa-miR-8080	CDK5	0.0
hsa-miR-8080	ING3	0.0
hsa-miR-8080	TAF7L	0.59
hsa-miR-8080	SCNM1	0.0
hsa-miR-1912	ARL1	0.066
hsa-miR-1912	NDE1	0.135
hsa-miR-1912	CDK17	0.0
hsa-miR-1912	TTYH3	0.0
hsa-miR-1912	SCNM1	0.0
hsa-miR-1912	ING3	0.011
hsa-miR-1912	TAF7L	0.341
hsa-miR-1912	CDK5	0.0
hsa-miR-4316	ING3	0.679
hsa-miR-4316	NDE1	1.071
hsa-miR-4316	ARL1	1.435
hsa-miR-4316	TTYH3	1.023
hsa-miR-4316	SCNM1	1.198
hsa-miR-4316	TAF7L	1.226
hsa-miR-4316	CDK17	0.363
hsa-miR-4316	CDK5	1.008
hsa-miR-548az-5p	ING3	0.0
hsa-miR-548az-5p	ARL1	0.0
hsa-miR-548az-5p	CDK17	0.0
hsa-miR-548az-5p	NDE1	0.0
hsa-miR-548az-5p	TTYH3	0.0
hsa-miR-548az-5p	SCNM1	0.0
hsa-miR-548az-5p	TAF7L	0.0
hsa-miR-4690-5p	NDE1	0.242
hsa-miR-4690-5p	TTYH3	0.488
hsa-miR-4690-5p	TAF7L	0.0
hsa-miR-4690-5p	CDK17	0.068
hsa-miR-4690-5p	ARL1	0.069
hsa-miR-4690-5p	SCNM1	0.061
hsa-miR-4690-5p	ING3	0.058
hsa-miR-4690-5p	CDK5	0.852
hsa-miR-4717-5p	NDE1	0.0
hsa-miR-4717-5p	ARL1	0.0
hsa-miR-4717-5p	ING3	0.0
hsa-miR-4717-5p	CDK17	0.0
hsa-miR-4717-5p	TTYH3	0.035
hsa-miR-4717-5p	SCNM1	0.0
hsa-miR-4717-5p	CDK5	0.0
hsa-miR-4717-5p	TAF7L	0.0
hsa-miR-3678-3p	TTYH3	0.436
hsa-miR-3678-3p	CDK17	0.0
hsa-miR-3678-3p	NDE1	0.385
